#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz 
 19:54:02       0    518     71      -     92     81      0      0      0      0  13801   2872 
 19:54:03       0    520     71      -     92     80      0      0      0      0  13801   2872 
 19:54:05       0    517     71      -     92     80      0      0      0      0  13801   2872 
 19:54:06       0    519     71      -     92     81      0      0      0      0  13801   2872 
 19:54:07       0    519     71      -     91     80      0      0      0      0  13801   2872 
 19:54:08       0    519     71      -     90     79      0      0      0      0  13801   2872 
 19:54:09       0    524     71      -     90     80      0      0      0      0  13801   2872 
 19:54:10       0    526     71      -     92     81      0      0      0      0  13801   2872 
 19:54:11       0    521     71      -     91     80      0      0      0      0  13801   2872 
 19:54:12       0    522     71      -     92     81      0      0      0      0  13801   2872 
 19:54:13       0    520     71      -     92     81      0      0      0      0  13801   2872 
 19:54:14       0    521     71      -     92     81      0      0      0      0  13801   2872 
 19:54:15       0    519     71      -     92     80      0      0      0      0  13801   2872 
 19:54:16       0    521     71      -     91     80      0      0      0      0  13801   2872 
 19:54:17       0    515     71      -     91     80      0      0      0      0  13801   2872 
 19:54:18       0    515     71      -     90     79      0      0      0      0  13801   2872 
 19:54:19       0    519     71      -     91     80      0      0      0      0  13801   2872 
 19:54:20       0    518     71      -     93     81      0      0      0      0  13801   2872 
 19:54:21       0    520     71      -     92     81      0      0      0      0  13801   2872 
 19:54:22       0    519     71      -     92     80      0      0      0      0  13801   2872 
 19:54:23       0    523     71      -     93     80      0      0      0      0  13801   2872 
 19:54:24       0    517     71      -     92     80      0      0      0      0  13801   2872 
 19:54:25       0    399     65      -      1      0      0      0      0      0  13801   2910 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz 
 19:54:26       0    106     63      -      1      0      0      0      0      0  13801   2910 
 19:54:27       0     89     61      -     17     14      0      0      0      0  13801    892 
 19:54:28       0    514     70      -     92     78      0      0      0      0  13801   2872 
 19:54:29       0    517     70      -     90     77      0      0      0      0  13801   2872 
 19:54:30       0    515     70      -     91     79      0      0      0      0  13801   2872 
 19:54:31       0    518     71      -     91     79      0      0      0      0  13801   2872 
 19:54:32       0    518     71      -     90     78      0      0      0      0  13801   2872 
 19:54:33       0    520     71      -     91     79      0      0      0      0  13801   2872 
 19:54:34       0    518     70      -     91     79      0      0      0      0  13801   2872 
 19:54:35       0    518     71      -     91     79      0      0      0      0  13801   2872 
 19:54:36       0    520     71      -     91     80      0      0      0      0  13801   2872 
 19:54:37       0    521     71      -     91     80      0      0      0      0  13801   2872 
 19:54:38       0    520     71      -     92     80      0      0      0      0  13801   2872 
 19:54:39       0    521     71      -     92     80      0      0      0      0  13801   2872 
 19:54:40       0    522     71      -     92     81      0      0      0      0  13801   2872 
 19:54:41       0    524     71      -     92     81      0      0      0      0  13801   2872 
 19:54:42       0    523     71      -     92     81      0      0      0      0  13801   2872 
 19:54:43       0    519     71      -     91     80      0      0      0      0  13801   2872 
 19:54:44       0    520     71      -     90     78      0      0      0      0  13801   2872 
 19:54:45       0    518     71      -     92     80      0      0      0      0  13801   2872 
 19:54:46       0    521     71      -     92     81      0      0      0      0  13801   2872 
 19:54:47       0    518     71      -     92     80      0      0      0      0  13801   2872 
 19:54:48       0    520     71      -     92     80      0      0      0      0  13801   2872 
 19:54:49       0    527     71      -     92     82      0      0      0      0  13801   2872 
 19:54:50       0    526     71      -     91     80      0      0      0      0  13801   2872 
 19:54:51       0    523     71      -     91     81      0      0      0      0  13801   2872 
 19:54:52       0    521     71      -     91     80      0      0      0      0  13801   2872 
 19:54:53       0    522     71      -     91     79      0      0      0      0  13801   2872 
 19:54:54       0    520     71      -     92     80      0      0      0      0  13801   2872 
 19:54:55       0    521     71      -     92     81      0      0      0      0  13801   2872 
 19:54:56       0    521     71      -     92     81      0      0      0      0  13801   2872 
 19:54:57       0    522     71      -     91     80      0      0      0      0  13801   2872 
 19:54:58       0    522     72      -     91     80      0      0      0      0  13801   2872 
 19:54:59       0    520     71      -     93     81      0      0      0      0  13801   2872 
 19:55:00       0    518     71      -     91     79      0      0      0      0  13801   2872 
 19:55:01       0    385     64      -      0      0      0      0      0      0  13801   2910 
 19:55:02       0    105     63      -      0      0      0      0      0      0  13801   2910 
 19:55:03       0    108     67      -     64     55      0      0      0      0  13801   1027 
 19:55:04       0    501     70      -     91     79      0      0      0      0  13801   2872 
 19:55:05       0    520     70      -     90     79      0      0      0      0  13801   2872 
 19:55:06       0    517     70      -     91     79      0      0      0      0  13801   2872 
 19:55:07       0    522     71      -     91     80      0      0      0      0  13801   2872 
 19:55:08       0    523     71      -     92     80      0      0      0      0  13801   2872 
 19:55:09       0    529     71      -     89     79      0      0      0      0  13801   2872 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz 
 19:55:10       0    528     71      -     91     81      0      0      0      0  13801   2872 
 19:55:11       0    530     71      -     91     81      0      0      0      0  13801   2872 
 19:55:12       0    530     71      -     91     81      0      0      0      0  13801   2872 
 19:55:13       0    529     71      -     92     81      0      0      0      0  13801   2872 
 19:55:14       0    528     71      -     91     82      0      0      0      0  13801   2872 
 19:55:15       0    528     71      -     91     81      0      0      0      0  13801   2872 
 19:55:17       0    529     71      -     91     82      0      0      0      0  13801   2872 
 19:55:18       0    531     71      -     92     82      0      0      0      0  13801   2872 
 19:55:19       0    527     71      -     91     81      0      0      0      0  13801   2872 
 19:55:20       0    530     71      -     92     82      0      0      0      0  13801   2872 
 19:55:21       0    529     71      -     92     82      0      0      0      0  13801   2872 
 19:55:22       0    528     71      -     91     80      0      0      0      0  13801   2872 
 19:55:23       0    525     71      -     91     81      0      0      0      0  13801   2872 
 19:55:24       0    529     71      -     91     81      0      0      0      0  13801   2872 
 19:55:25       0    528     71      -     92     81      0      0      0      0  13801   2872 
 19:55:26       0    527     71      -     91     81      0      0      0      0  13801   2872 
 19:55:27       0    522     71      -     90     80      0      0      0      0  13801   2872 
 19:55:28       0    525     71      -     91     81      0      0      0      0  13801   2872 
 19:55:29       0    529     72      -     92     82      0      0      0      0  13801   2872 
 19:55:30       0    527     72      -     91     81      0      0      0      0  13801   2872 
 19:55:31       0    521     71      -     90     78      0      0      0      0  13801   2872 
 19:55:32       0    525     72      -     90     80      0      0      0      0  13801   2872 
 19:55:33       0    526     71      -     91     81      0      0      0      0  13801   2872 
 19:55:34       0    527     72      -     91     81      0      0      0      0  13801   2872 
 19:55:35       0    529     72      -     91     81      0      0      0      0  13801   2872 
 19:55:36       0    524     72      -     91     80      0      0      0      0  13801   2872 
 19:55:37       0    279     64      -      0      0      0      0      0      0  13801   2910 
 19:55:38       0    106     63      -      0      0      0      0      0      0  13801   2910 
 19:55:39       0    205     69      -     90     80      0      0      0      0  13801   2842 
 19:55:40       0    525     70      -     92     81      0      0      0      0  13801   2872 
 19:55:41       0    526     70      -     87     77      0      0      0      0  13801   2872 
 19:55:42       0    528     70      -     92     82      0      0      0      0  13801   2872 
 19:55:43       0    525     71      -     92     82      0      0      0      0  13801   2872 
 19:55:44       0    529     71      -     91     81      0      0      0      0  13801   2872 
 19:55:45       0    531     71      -     91     82      0      0      0      0  13801   2872 
 19:55:46       0    528     71      -     91     81      0      0      0      0  13801   2872 
 19:55:47       0    528     71      -     91     78      0      0      0      0  13801   2872 
 19:55:48       0    526     71      -     92     81      0      0      0      0  13801   2872 
 19:55:49       0    530     71      -     91     81      0      0      0      0  13801   2872 
 19:55:50       0    529     71      -     92     83      0      0      0      0  13801   2872 
 19:55:51       0    531     71      -     92     82      0      0      0      0  13801   2872 
 19:55:52       0    530     71      -     92     82      0      0      0      0  13801   2872 
 19:55:53       0    527     71      -     91     81      0      0      0      0  13801   2872 
 19:55:54       0    528     71      -     89     80      0      0      0      0  13801   2872 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz 
 19:55:55       0    527     71      -     91     81      0      0      0      0  13801   2872 
 19:55:56       0    523     71      -     91     81      0      0      0      0  13801   2872 
 19:55:57       0    527     71      -     90     81      0      0      0      0  13801   2872 
 19:55:58       0    525     71      -     92     82      0      0      0      0  13801   2872 
 19:55:59       0    529     71      -     91     81      0      0      0      0  13801   2872 
 19:56:00       0    528     71      -     91     81      0      0      0      0  13801   2872 
 19:56:01       0    529     71      -     92     82      0      0      0      0  13801   2872 
 19:56:02       0    529     71      -     92     82      0      0      0      0  13801   2872 
 19:56:03       0    528     71      -     91     81      0      0      0      0  13801   2872 
 19:56:04       0    526     71      -     92     82      0      0      0      0  13801   2872 
 19:56:05       0    528     71      -     90     80      0      0      0      0  13801   2872 
 19:56:06       0    530     72      -     92     81      0      0      0      0  13801   2872 
 19:56:07       0    526     71      -     92     82      0      0      0      0  13801   2872 
 19:56:08       0    527     71      -     92     81      0      0      0      0  13801   2872 
 19:56:09       0    519     71      -     90     79      0      0      0      0  13801   2872 
 19:56:10       0    518     71      -     90     80      0      0      0      0  13801   2872 
 19:56:11       0    513     71      -     92     82      0      0      0      0  13801   2872 
 19:56:12       0    370     64      -      5      1      0      0      0      0  13801   2902 
 19:56:14       0    114     63      -      3      0      0      0      0      0  13801   2902 
 19:56:15       0    109     62      -      5      0      0      0      0      0  13801   2902 
 19:56:16       0     99     61      -      4      0      0      0      0      0  13801   2475 
 19:56:17       0     75     60      -      4      0      0      0      0      0  13801   2452 
 19:56:18       0     74     60      -      4      0      0      0      0      0  13801   2460 
 19:56:19       0     74     59      -      4      0      0      0      0      0  13801   2452 
 19:56:20       0     69     58      -      5      0      0      0      0      0   7001   1365 
 19:56:21       0     48     57      -     13      3      0      0      0      0    810    772 
 19:56:22       0     41     57      -     14      3      0      0      0      0    810    765 
 19:56:23       0     31     56      -     24      7      0      0      0      0    405    712 
 19:56:24       0     31     56      -     25      7      0      0      0      0    405    592 
 19:56:26       0     31     56      -     24      6      0      0      0      0    405    562 
 19:56:27       0     30     55      -     24      6      0      0      0      0    405    502 
 19:56:28       0     29     55      -     23      7      0      0      0      0    405    532 
 19:56:29       0     30     54      -     25      8      0      0      0      0    405    562 
 19:56:30       0     30     54      -     24      6      0      0      0      0    405    555 
 19:56:31       0     30     54      -     24      6      0      0      0      0    405    585 
 19:56:32       0     30     53      -     25      7      0      0      0      0    405    765 
 19:56:33       0     31     53      -     23      6      0      0      0      0    405    735 
 19:56:34       0     31     53      -     24      7      0      0      0      0    405    697 
 19:56:35       0     31     53      -     24      6      0      0      0      0    405    742 
 19:56:36       0     31     53      -     24      6      0      0      0      0    405    750 
 19:56:37       0     32     52      -     24      7      0      0      0      0    405    772 
 19:56:38       0     33     52      -     23      7      0      0      0      0    405    990 
 19:56:39       0     36     52      -     22      7      0      0      0      0    405   1237 
 19:56:40       0     31     52      -     15      5      0      0      0      0    405    645 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz 
 19:56:41       0     27     51      -     16      5      0      0      0      0    405    585 
 19:56:42       0     27     51      -     15      6      0      0      0      0    405    600 
 19:56:43       0    245     64      -     95     34      0      0      0      0  13801   2745 
 19:56:44       0    499     61      -     89     79      0      0      0      0  13801   2887 
 19:56:45       0    491     61      -     91     81      0      0      0      0  13801   2887 
 19:56:46       0    497     62      -     90     80      0      0      0      0  13801   2887 
 19:56:47       0    497     63      -     91     81      0      0      0      0  13801   2887 
 19:56:48       0    506     63      -     89     79      0      0      0      0  13801   2872 
 19:56:49       0    504     63      -     91     81      0      0      0      0  13801   2872 
 19:56:50       0    503     63      -     90     81      0      0      0      0  13801   2872 
 19:56:51       0    506     63      -     91     82      0      0      0      0  13801   2872 
 19:56:52       0    502     63      -     91     81      0      0      0      0  13801   2872 
 19:56:53       0    502     64      -     89     79      0      0      0      0  13801   2872 
 19:56:54       0    502     64      -     90     80      0      0      0      0  13801   2872 
 19:56:55       0    500     64      -     91     81      0      0      0      0  13801   2872 
 19:56:56       0    504     65      -     91     81      0      0      0      0  13801   2872 
 19:56:57       0    502     65      -     89     79      0      0      0      0  13801   2872 
 19:56:58       0    503     65      -     90     79      0      0      0      0  13801   2872 
 19:56:59       0    500     65      -     89     78      0      0      0      0  13801   2872 
 19:57:00       0    500     65      -     88     78      0      0      0      0  13801   2872 
 19:57:01       0    500     65      -     90     79      0      0      0      0  13801   2872 
 19:57:02       0    501     66      -     91     80      0      0      0      0  13801   2872 
 19:57:03       0    503     66      -     91     80      0      0      0      0  13801   2872 
 19:57:04       0    500     66      -     90     79      0      0      0      0  13801   2872 
 19:57:06       0    502     66      -     91     81      0      0      0      0  13801   2872 
 19:57:07       0    504     67      -     91     81      0      0      0      0  13801   2872 
 19:57:08       0    504     67      -     90     80      0      0      0      0  13801   2872 
 19:57:09       0    523     71      -     95     34      0      0      0      0  13801   2782 
 19:57:10       0    529     67      -     93     82      0      0      0      0  13801   2872 
 19:57:11       0    505     68      -     92     82      0      0      0      0  13801   2872 
 19:57:12       0    511     68      -     90     81      0      0      0      0  13801   2872 
 19:57:13       0    510     67      -     89     79      0      0      0      0  13801   2872 
 19:57:14       0    513     68      -     90     81      0      0      0      0  13801   2872 
 19:57:15       0    504     68      -     88     78      0      0      0      0  13801   2872 
 19:57:16       0    508     68      -     90     80      0      0      0      0  13801   2872 
 19:57:17       0    508     68      -     90     80      0      0      0      0  13801   2872 
 19:57:18       0    506     68      -     88     78      0      0      0      0  13801   2872 
 19:57:19       0    505     69      -     90     80      0      0      0      0  13801   2872 
 19:57:20       0    509     69      -     91     81      0      0      0      0  13801   2872 
 19:57:21       0    511     68      -     91     80      0      0      0      0  13801   2872 
 19:57:22       0    511     69      -     91     81      0      0      0      0  13801   2872 
 19:57:23       0    511     69      -     92     82      0      0      0      0  13801   2872 
 19:57:24       0    512     69      -     91     81      0      0      0      0  13801   2872 
 19:57:25       0    512     69      -     91     81      0      0      0      0  13801   2872 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz 
 19:57:26       0    511     69      -     92     83      0      0      0      0  13801   2872 
 19:57:27       0    514     70      -     91     81      0      0      0      0  13801   2872 
 19:57:28       0    514     69      -     92     83      0      0      0      0  13801   2872 
 19:57:29       0    513     70      -     90     81      0      0      0      0  13801   2872 
 19:57:30       0    512     70      -     89     79      0      0      0      0  13801   2872 
 19:57:31       0    509     69      -     90     80      0      0      0      0  13801   2872 
 19:57:32       0    512     70      -     91     81      0      0      0      0  13801   2872 
 19:57:33       0    511     70      -     92     82      0      0      0      0  13801   2872 
 19:57:34       0    512     70      -     91     81      0      0      0      0  13801   2872 
 19:57:35       0    514     70      -     90     81      0      0      0      0  13801   2872 
 19:57:36       0    513     70      -     91     81      0      0      0      0  13801   2872 
 19:57:37       0    525     74      -     96     34      0      0      0      0  13801   2820 
 19:57:38       0    529     70      -     90     80      0      0      0      0  13801   2872 
 19:57:39       0    496     70      -     87     76      0      0      0      0  13801   2872 
 19:57:40       0    492     70      -     85     75      0      0      0      0  13801   2872 
 19:57:41       0    486     70      -     86     76      0      0      0      0  13801   2872 
 19:57:42       0    485     70      -     85     75      0      0      0      0  13801   2872 
 19:57:43       0    499     70      -     91     81      0      0      0      0  13801   2872 
 19:57:44       0    513     70      -     90     80      0      0      0      0  13801   2872 
 19:57:45       0    515     71      -     91     81      0      0      0      0  13801   2872 
 19:57:46       0    514     71      -     91     80      0      0      0      0  13801   2872 
 19:57:47       0    514     71      -     91     81      0      0      0      0  13801   2872 
 19:57:48       0    514     71      -     91     81      0      0      0      0  13801   2872 
 19:57:49       0    515     71      -     91     81      0      0      0      0  13801   2872 
 19:57:50       0    512     71      -     88     78      0      0      0      0  13801   2872 
 19:57:51       0    514     71      -     92     83      0      0      0      0  13801   2872 
 19:57:52       0    520     71      -     92     82      0      0      0      0  13801   2872 
 19:57:53       0    518     71      -     90     80      0      0      0      0  13801   2872 
 19:57:54       0    514     71      -     89     77      0      0      0      0  13801   2872 
 19:57:55       0    515     70      -     90     81      0      0      0      0  13801   2872 
 19:57:56       0    525     70      -     90     82      0      0      0      0  13801   2872 
 19:57:57       0    525     71      -     91     82      0      0      0      0  13801   2872 
 19:57:58       0    527     71      -     91     83      0      0      0      0  13801   2872 
 19:57:59       0    517     71      -     90     78      0      0      0      0  13801   2872 
 19:58:00       0    508     71      -     90     78      0      0      0      0  13801   2872 
 19:58:01       0    508     71      -     91     81      0      0      0      0  13801   2872 
 19:58:02       0    515     71      -     91     81      0      0      0      0  13801   2872 
 19:58:03       0    547     71      -     89     79      0      0      0      0  13801   2872 
 19:58:04       0    513     71      -     91     80      0      0      0      0  13801   2872 
 19:58:05       0    514     71      -     89     79      0      0      0      0  13801   2872 
 19:58:06       0    515     71      -     91     81      0      0      0      0  13801   2872 
 19:58:07       0    510     71      -     92     82      0      0      0      0  13801   2872 
 19:58:08       0    525     71      -     91     83      0      0      0      0  13801   2872 
 19:58:09       0    525     71      -     91     82      0      0      0      0  13801   2872 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz 
 19:58:10       0    524     71      -     91     82      0      0      0      0  13801   2872 
 19:58:11       0    523     71      -     89     81      0      0      0      0  13801   2872 
 19:58:12       0    524     71      -     89     81      0      0      0      0  13801   2872 
 19:58:13       0    511     71      -     90     80      0      0      0      0  13801   2872 
 19:58:14       0    514     71      -     90     80      0      0      0      0  13801   2872 
 19:58:15       0    520     71      -     91     81      0      0      0      0  13801   2872 
 19:58:16       0    520     71      -     92     82      0      0      0      0  13801   2872 
 19:58:17       0    523     71      -     91     83      0      0      0      0  13801   2872 
 19:58:18       0    522     72      -     91     82      0      0      0      0  13801   2872 
 19:58:20       0    525     72      -     91     82      0      0      0      0  13801   2872 
 19:58:21       0    523     72      -     91     82      0      0      0      0  13801   2872 
 19:58:22       0    516     71      -     90     81      0      0      0      0  13801   2872 
 19:58:23       0    514     71      -     91     81      0      0      0      0  13801   2872 
 19:58:24       0    516     72      -     91     81      0      0      0      0  13801   2872 
